"Tract","pop_non_hispanic_black","vehicle_none","family_type_single","family_type_female_householder","over_25_less_than_hs_graduate","below_poverty_line","public_assistance","over_16_unemployed","housing_rental","males_occ_professional","males_occ_management","fem_occ_professional","fem_occ_management","num_occupants_crowded","phone_service"
"37097061304",584,47,404,300,223,64,0,329,1647,21,0,31,0,91261,3653763
"37097061401",0,10,157,134,84,0,0,163,302,63,0,12,0,91261,3653763
"37097061402",10,101,149,112,133,0,12,232,1153,83,6,83,7,91261,3653763
"37097061403",241,31,248,154,34,0,0,138,1131,17,10,43,0,91261,3653763
"37097061404",8,9,40,30,38,0,0,90,128,41,21,20,0,91261,3653763
"37097061405",37,21,154,144,258,0,28,136,994,42,18,17,14,91261,3653763
"37097061406",65,24,89,53,118,0,45,97,450,93,9,49,0,91261,3653763
"37097061407",3,43,122,57,186,0,0,101,494,84,0,72,0,91261,3653763
"37097061408",362,7,186,153,164,0,33,204,539,18,0,36,0,91261,3653763
"37097061501",389,33,291,213,196,15,48,331,963,11,0,4,0,91261,3653763
"37097061502",26,72,128,69,287,0,30,212,528,78,0,24,0,91261,3653763
"37097061503",406,15,199,167,205,0,63,140,1035,67,9,17,0,91261,3653763
"37097061601",1252,82,287,203,502,0,0,401,2058,0,12,9,0,91261,3653763
"37097061602",753,50,426,338,563,0,0,464,2668,191,74,39,0,91261,3653763
"37199960101",10,36,138,91,370,62,5,192,738,15,0,36,0,91261,3653763
"37199960102",0,50,60,60,357,0,8,109,790,6,0,8,0,91261,3653763
"37199960200",141,198,283,229,533,22,14,183,1180,3,0,8,0,91261,3653763
"37199960300",36,111,271,210,399,75,45,148,1035,22,0,0,0,91261,3653763
"37199960400",0,98,176,102,515,0,17,226,554,0,0,33,0,91261,3653763
"37147000100",1174,245,217,194,294,35,42,315,3448,0,0,0,0,91261,3653763
"37147000201",1358,534,331,233,307,122,25,576,5226,11,0,65,0,91261,3653763
"37147000202",654,54,128,128,194,206,9,255,1705,7,0,38,0,91261,3653763
"37147000301",298,54,129,118,58,17,0,118,314,22,0,56,0,91261,3653763
"37147000302",1987,61,509,343,73,46,0,585,5137,61,0,62,0,91261,3653763
"37147000400",1180,23,104,80,6,0,0,538,629,85,0,7,0,91261,3653763
"37147000501",1880,249,406,382,89,0,15,328,1956,39,0,0,0,91261,3653763
"37147000502",1598,88,595,478,169,0,0,276,5797,196,0,97,0,91261,3653763
"37147000601",3895,337,852,768,598,0,53,366,4859,35,0,0,0,91261,3653763
"37147000602",3478,296,564,449,306,0,43,430,4375,53,0,109,0,91261,3653763
"37147000603",3604,215,864,797,334,256,58,610,5745,73,0,0,0,91261,3653763
"37147000701",3543,539,774,707,394,22,10,498,3698,0,0,4,0,91261,3653763
"37147000702",2602,225,390,379,552,0,21,320,2133,0,0,0,0,91261,3653763
"37147000800",2409,185,496,395,692,114,18,350,1051,0,0,18,0,91261,3653763
"37147000900",2942,131,720,547,1028,382,83,723,3303,28,0,0,0,91261,3653763
"37147001001",586,23,98,76,186,0,0,279,966,10,0,0,0,91261,3653763
"37147001002",1190,77,133,65,369,0,0,228,576,64,0,104,0,91261,3653763
"37147001003",751,0,321,237,148,0,52,184,898,55,0,24,0,91261,3653763
"37147001100",807,59,401,292,649,125,1,175,1541,28,0,10,0,91261,3653763
"37147001200",690,22,483,362,652,45,17,219,2838,0,0,0,0,91261,3653763
"37147001301",1425,36,251,251,124,0,13,141,1064,42,0,21,0,91261,3653763
"37147001302",2180,87,523,369,341,0,26,375,1342,52,0,0,0,91261,3653763
"37147001303",1091,56,325,290,93,0,42,167,1475,123,0,40,0,91261,3653763
"37147001401",2265,304,574,490,450,0,81,306,2461,34,0,7,0,91261,3653763
"37147001402",863,41,135,129,460,141,24,140,810,0,0,0,0,91261,3653763
"37147001500",1145,105,315,247,430,12,11,226,1381,28,0,17,0,91261,3653763
"37147001600",2986,92,590,413,733,0,44,410,2325,36,0,124,0,91261,3653763
"37147001700",997,40,234,155,479,93,12,149,876,30,8,18,0,91261,3653763
"37147001800",2305,384,636,457,737,0,77,411,2762,0,0,24,0,91261,3653763
"37147001900",907,84,255,216,469,1,1,218,943,11,0,0,0,91261,3653763
"37147002001",2989,124,660,538,1106,430,14,651,2371,0,0,20,0,91261,3653763
"37147002002",2644,246,474,383,855,0,41,450,1468,5,0,10,0,91261,3653763
"37177960100",1187,155,312,224,902,18,39,285,1000,0,0,8,0,91261,3653763
"37131920100",1674,174,565,377,577,0,58,291,1382,0,0,0,0,91261,3653763
"37131920200",2785,364,595,447,1033,6,30,425,1326,6,0,2,0,91261,3653763
"37131920300",4666,297,763,627,1046,0,69,425,1786,5,0,12,0,91261,3653763
"37131920401",2463,175,451,393,1006,36,45,222,1160,0,0,7,0,91261,3653763
"37131920402",416,21,130,94,248,0,14,164,237,12,0,0,0,91261,3653763
"37095920100",2110,257,564,435,889,0,108,341,1471,0,0,0,0,91261,3653763
"37095990100",0,0,0,0,0,0,0,0,0,0,0,0,0,91261,3653763
"37095990200",0,0,0,0,0,0,0,0,0,0,0,0,0,91261,3653763
"37069060100",1831,127,514,354,765,0,94,185,999,23,0,0,0,91261,3653763
"37069060200",1016,97,207,128,644,151,27,191,1204,14,0,16,0,91261,3653763
"37069060301",2580,281,375,367,692,0,129,380,1010,26,0,0,0,91261,3653763
"37069060302",1226,233,214,180,340,25,56,349,792,0,0,0,0,91261,3653763
"37069060401",614,60,186,137,352,78,10,230,599,56,0,48,0,91261,3653763
"37069060402",2139,154,455,330,866,0,47,338,1124,17,0,4,0,91261,3653763
"37069060501",1219,75,424,376,505,0,11,201,2565,98,0,95,11,91261,3653763
"37069060502",762,87,377,267,270,17,106,220,1093,190,0,126,0,91261,3653763
"37069060600",938,0,438,366,787,75,12,546,2296,65,0,59,0,91261,3653763
"37069060700",1284,177,322,199,485,41,107,463,1133,37,0,53,0,91261,3653763
"37069060801",1408,110,263,185,1236,58,207,188,1465,22,0,7,0,91261,3653763
"37069060802",781,64,297,259,726,0,96,317,1569,14,0,27,0,91261,3653763
"37013930100",1642,244,426,338,941,8,31,323,2286,27,0,14,0,91261,3653763
"37013930200",1359,60,509,352,615,0,58,585,1708,24,0,0,0,91261,3653763
"37013930300",2007,301,491,436,676,93,102,390,2253,17,0,9,0,91261,3653763
"37013930400",2091,345,446,402,556,53,91,159,2299,17,0,0,0,91261,3653763
"37013930501",555,27,210,172,748,169,2,119,1275,19,0,16,0,91261,3653763
"37013930502",813,62,216,154,515,228,20,198,979,0,0,18,0,91261,3653763
"37013930600",256,56,152,127,266,0,24,121,459,9,0,8,0,91261,3653763
"37013930700",189,67,126,93,309,2,10,223,391,30,2,28,0,91261,3653763
"37013930800",1012,85,144,98,418,0,17,162,582,0,0,0,0,91261,3653763
"37013930900",753,114,68,51,353,0,34,148,428,18,0,22,0,91261,3653763
"37013931000",1415,135,423,243,886,7,46,309,1420,0,0,12,0,91261,3653763
"37191000101",1227,67,517,415,582,18,49,392,1789,50,0,42,0,91261,3653763
"37191000102",1085,18,426,395,341,30,19,138,921,43,0,75,0,91261,3653763
"37191000200",797,77,351,261,586,81,75,201,1178,28,0,2,0,91261,3653763
"37191000302",2166,21,835,643,761,555,61,453,2178,17,14,28,0,91261,3653763
"37191000303",1618,16,484,304,503,30,0,469,1608,56,0,15,0,91261,3653763
"37191000304",1057,53,524,519,369,0,13,353,2286,0,0,12,0,91261,3653763
"37191000401",765,33,251,215,227,0,4,56,561,34,0,35,0,91261,3653763
"37191000402",1259,108,351,282,735,442,48,423,2258,13,0,12,0,91261,3653763
"37191000500",721,12,58,52,10,0,3,105,2082,0,0,7,0,91261,3653763
"37191000601",2108,69,387,199,772,356,38,316,1708,10,0,0,0,91261,3653763
"37191000602",1114,198,648,511,1944,1458,42,300,2736,28,0,16,0,91261,3653763
"37191000700",1729,255,283,185,522,246,8,265,1225,0,0,0,0,91261,3653763
"37191000800",696,160,225,157,482,427,12,248,1207,0,0,0,0,91261,3653763
"37191000901",1064,124,402,334,919,597,35,429,2606,8,0,14,0,91261,3653763
"37191000902",1887,253,529,335,853,181,17,323,1651,0,0,16,0,91261,3653763
"37191001000",301,91,340,214,600,291,30,289,1561,0,0,18,9,91261,3653763
"37191001101",978,91,471,436,1014,200,0,350,1152,64,0,37,0,91261,3653763
"37191001102",361,17,112,108,269,0,5,60,645,10,0,18,0,91261,3653763
"37191001200",1931,249,379,375,376,0,0,198,2079,24,0,16,0,91261,3653763
"37191001301",2592,274,603,528,292,9,31,179,2975,74,0,8,0,91261,3653763
"37191001302",965,101,183,156,171,24,16,268,1970,38,0,3,0,91261,3653763
"37191001400",4799,668,930,805,747,0,45,441,3766,0,0,26,0,91261,3653763
"37191001500",2401,266,357,308,315,0,48,238,1830,0,0,6,0,91261,3653763
"37191001800",1756,274,421,343,372,25,56,491,1831,0,0,7,0,91261,3653763
"37191001900",2404,378,483,400,562,0,64,336,2690,7,0,26,0,91261,3653763
"37191002000",742,88,171,153,104,0,17,124,658,4,0,0,0,91261,3653763
"37051000200",1555,333,402,376,227,8,64,197,1302,0,0,0,0,91261,3653763
"37051000500",664,187,278,220,419,40,48,222,1323,19,0,0,0,91261,3653763
"37051000600",1495,281,461,404,365,0,68,283,2590,32,0,15,0,91261,3653763
"37051000701",624,174,216,173,229,0,18,94,1360,89,15,27,0,91261,3653763
"37051000702",396,59,115,102,135,55,54,79,557,120,0,17,0,91261,3653763
"37051000800",658,119,288,196,128,10,30,79,1376,30,0,30,0,91261,3653763
"37051000900",726,121,346,288,261,0,58,160,2525,28,0,37,0,91261,3653763
"37051001000",2367,260,298,252,413,53,46,207,2367,0,0,0,0,91261,3653763
"37051001100",3585,169,415,348,355,71,62,296,1359,0,0,0,0,91261,3653763
"37051001200",3698,617,714,654,570,13,74,643,3290,0,0,26,0,91261,3653763
"37051001400",2723,242,634,488,699,16,56,520,2675,11,0,14,0,91261,3653763
"37051001500",864,64,270,218,321,0,18,149,1055,15,0,18,0,91261,3653763
"37051001601",2324,154,600,545,607,0,75,283,3374,38,0,0,0,91261,3653763
"37051001603",1071,178,411,298,360,0,19,186,1611,0,0,17,0,91261,3653763
"37051001604",3345,262,605,559,582,0,21,419,2934,41,0,0,0,91261,3653763
"37051001700",3215,253,953,865,1073,196,77,630,4446,15,0,37,0,91261,3653763
"37051001800",528,88,281,153,301,6,85,177,1099,18,0,0,0,91261,3653763
"37051001901",564,61,243,215,239,28,7,99,1049,11,0,11,0,91261,3653763
"37051001902",1651,118,617,550,382,90,70,417,2170,5,10,16,0,91261,3653763
"37051001903",1243,120,401,322,379,18,57,249,2226,17,0,22,0,91261,3653763
"37051002001",778,15,268,223,55,0,17,124,1740,27,0,36,0,91261,3653763
"37051002002",2100,61,563,380,300,29,29,437,2973,0,0,34,0,91261,3653763
"37051002100",1139,221,285,197,197,0,14,150,1781,46,0,0,0,91261,3653763
"37051002200",508,161,92,70,163,28,30,100,901,22,0,1,0,91261,3653763
"37051002300",2290,148,671,544,295,37,86,234,2562,50,0,21,0,91261,3653763
"37051002401",1488,205,271,183,302,4,44,178,1409,0,0,0,0,91261,3653763
"37051002402",2229,104,388,313,82,0,16,313,2338,7,0,0,0,91261,3653763
"37051002501",4260,24,432,334,388,56,57,494,3148,16,0,35,0,91261,3653763
"37051002502",2626,90,640,548,316,0,83,496,3919,12,0,30,0,91261,3653763
"37051002503",2052,63,586,498,195,0,11,274,2497,60,0,107,0,91261,3653763
"37051002504",2129,67,543,463,311,107,0,344,2493,50,0,24,0,91261,3653763
"37051002600",1039,172,242,173,384,0,29,270,1241,23,0,3,0,91261,3653763
"37051002700",1795,131,309,202,911,7,24,472,1645,55,0,34,0,91261,3653763
"37051002800",789,29,484,342,700,0,34,152,1232,33,0,11,3,91261,3653763
"37051002900",1113,8,227,179,539,0,29,240,963,25,0,30,0,91261,3653763
"37051003001",2223,116,762,544,736,0,80,402,2093,160,0,36,0,91261,3653763
"37051003002",664,81,211,151,134,0,20,234,469,18,0,0,0,91261,3653763
"37051003102",813,21,350,321,189,0,20,284,994,95,0,38,0,91261,3653763
"37051003103",1524,79,518,447,391,0,49,307,2033,0,0,17,0,91261,3653763
"37051003104",1340,130,514,389,615,0,57,406,1996,12,0,22,0,91261,3653763
"37051003201",3073,56,522,422,554,0,14,407,2676,189,0,93,0,91261,3653763
"37051003203",2333,88,566,392,345,0,43,237,2744,32,0,14,0,91261,3653763
"37051003204",3187,136,1097,870,283,21,15,433,4192,105,0,0,0,91261,3653763
"37051003205",2734,45,511,437,360,208,79,339,1559,58,0,36,0,91261,3653763
"37051003302",3174,126,581,445,198,0,10,253,3517,82,0,0,0,91261,3653763
"37051003304",3392,92,584,511,345,54,48,297,3559,53,0,26,0,91261,3653763
"37051003305",2864,82,459,345,301,40,40,414,2561,86,0,23,0,91261,3653763
"37051003307",1895,92,334,298,248,1,39,240,1909,49,0,0,0,91261,3653763
"37051003309",1788,33,487,400,246,0,0,289,2920,40,0,56,0,91261,3653763
"37051003310",1855,84,442,428,217,0,11,314,2815,0,0,37,0,91261,3653763
"37051003311",801,44,173,150,43,0,0,150,1854,55,0,8,0,91261,3653763
"37051003312",2888,108,643,550,220,2,56,387,2710,40,0,13,0,91261,3653763
"37051003313",3157,26,527,465,80,0,34,321,1470,15,0,15,0,91261,3653763
"37051003314",3301,81,606,357,302,27,81,442,2845,53,0,13,0,91261,3653763
"37051003401",723,16,138,123,39,15,0,126,3429,0,0,0,0,91261,3653763
"37051003402",324,0,0,0,0,0,0,0,0,0,0,0,0,91261,3653763
"37051003403",599,18,164,147,45,0,15,65,4008,0,0,0,0,91261,3653763
"37051003404",255,0,0,0,0,0,0,0,0,0,0,0,0,91261,3653763
"37051003405",303,6,144,83,27,113,0,119,1975,3,0,0,0,91261,3653763
"37051003406",179,6,37,34,14,11,0,5,900,0,0,3,0,91261,3653763
"37051003407",361,13,97,59,0,0,0,102,1351,0,0,0,0,91261,3653763
"37051003408",994,0,143,112,34,73,7,265,4921,7,0,8,0,91261,3653763
"37051003500",2259,207,503,448,364,181,0,312,3854,0,0,40,0,91261,3653763
"37051003600",2233,209,525,489,406,48,35,367,3459,35,0,0,0,91261,3653763
"37051003700",1558,69,435,328,532,0,36,253,1509,11,0,31,0,91261,3653763
"37051003800",1999,294,242,226,452,0,45,178,1350,11,0,8,0,91261,3653763
"37051980100",0,0,0,0,0,0,0,0,0,0,0,0,0,91261,3653763
"37051980200",19,0,0,0,0,0,0,0,0,0,0,0,0,91261,3653763
"37107010100",1908,86,480,418,464,185,6,293,1485,0,0,0,0,91261,3653763
"37107010200",2587,192,406,356,403,0,34,323,1456,0,0,0,0,91261,3653763
"37107010300",1655,420,412,395,265,0,72,213,1489,0,0,0,0,91261,3653763
"37107010400",655,141,77,45,235,0,12,105,523,8,0,0,0,91261,3653763
"37107010500",3469,500,694,605,612,0,62,387,2854,0,0,0,0,91261,3653763
"37107010600",1668,86,373,283,306,0,19,122,1145,20,0,9,0,91261,3653763
"37107010700",1541,428,240,188,634,0,27,193,1787,0,0,0,0,91261,3653763
"37107010800",2235,146,401,261,394,0,25,252,1948,17,0,19,0,91261,3653763
"37107010900",1396,120,418,255,510,151,90,316,1161,16,0,4,0,91261,3653763
"37107011001",795,61,281,256,349,0,24,283,1089,58,0,6,0,91261,3653763
"37107011002",543,21,323,281,370,12,13,149,1550,22,0,16,0,91261,3653763
"37107011100",2248,271,570,424,657,0,226,252,1610,17,0,0,0,91261,3653763
"37107011200",1000,120,376,245,1267,347,98,235,2586,0,0,5,15,91261,3653763
"37107011300",1305,34,434,257,726,50,18,266,926,0,0,29,0,91261,3653763
"37107011400",338,15,323,229,543,58,26,150,1562,0,0,16,0,91261,3653763
"37145920100",2629,163,449,346,642,2,85,545,1280,27,0,8,0,91261,3653763
"37145920200",1763,69,613,380,755,0,23,362,1577,13,0,15,0,91261,3653763
"37145920300",2560,407,900,749,1222,52,122,518,3814,0,0,22,0,91261,3653763
"37145920400",1146,210,337,327,418,64,99,260,1496,0,0,17,0,91261,3653763
"37145920500",1208,88,549,234,800,0,84,261,1019,59,0,88,0,91261,3653763
"37145920601",803,267,455,323,483,24,54,256,1679,15,0,21,0,91261,3653763
"37145920602",645,7,234,160,368,0,60,219,551,47,0,77,0,91261,3653763
"37187950100",2167,78,474,372,832,0,20,441,1866,0,0,10,0,91261,3653763
"37187950200",3925,501,684,633,920,27,39,456,2294,15,0,14,0,91261,3653763
"37187950300",342,59,88,72,196,0,0,37,319,20,0,5,0,91261,3653763
"37109070100",699,154,414,381,846,0,72,400,2215,12,0,19,0,91261,3653763
"37109070201",742,185,388,215,603,21,27,343,1969,0,0,28,0,91261,3653763
"37109070202",236,32,202,72,357,0,39,262,339,45,0,11,0,91261,3653763
"37109070300",173,55,203,160,438,107,0,148,1274,57,0,11,0,91261,3653763
"37109070400",156,94,384,359,1164,0,40,334,1177,29,0,34,0,91261,3653763
"37109070500",29,145,214,112,770,0,89,390,653,0,0,27,0,91261,3653763
"37109070600",77,89,368,256,813,198,29,282,1223,0,0,0,0,91261,3653763
"37109070700",1,25,187,117,308,0,0,217,557,14,0,12,0,91261,3653763
"37109070800",815,53,593,450,1252,72,16,534,1856,0,0,0,12,91261,3653763
"37109070901",0,23,243,120,367,15,47,284,478,0,0,23,0,91261,3653763
"37109070902",199,35,465,379,753,0,15,181,855,67,0,34,0,91261,3653763
"37109071001",432,72,271,139,680,0,85,161,793,0,0,24,0,91261,3653763
"37109071002",286,9,172,148,255,0,36,230,320,9,11,0,0,91261,3653763
"37109071101",69,52,288,177,295,0,9,380,1670,0,18,92,11,91261,3653763
"37109071102",59,26,174,118,287,0,7,304,702,43,0,29,0,91261,3653763
"37109071201",23,0,107,90,44,0,17,15,291,17,0,32,0,91261,3653763
"37109071202",18,23,100,100,70,0,30,77,335,14,0,45,0,91261,3653763
"37109071203",21,15,105,73,100,9,14,186,139,64,0,54,0,91261,3653763
"37139960100",726,186,138,114,468,0,22,115,1096,0,0,0,0,91261,3653763
"37139960200",2947,113,341,227,283,0,11,485,1667,70,0,0,0,91261,3653763
"37139960300",2158,412,457,387,391,102,49,205,2432,19,0,0,0,91261,3653763
"37139960400",1857,410,450,352,507,0,57,480,2037,68,0,0,0,91261,3653763
"37139960501",679,20,202,172,361,0,19,214,946,0,0,6,0,91261,3653763
"37139960502",1290,62,205,197,464,0,21,103,1418,8,0,22,0,91261,3653763
"37139960503",898,176,91,85,491,0,5,115,551,0,0,0,0,91261,3653763
"37139960600",2138,85,442,319,529,0,98,375,1840,40,0,83,0,91261,3653763
"37139960701",1794,246,588,494,521,0,121,266,1463,60,0,51,0,91261,3653763
"37139960702",460,44,160,127,225,3,30,79,505,51,0,12,0,91261,3653763
"37003040100",16,53,162,159,607,0,25,141,380,0,0,14,0,91261,3653763
"37003040200",89,75,225,108,512,0,10,166,610,0,0,13,0,91261,3653763
"37003040300",264,52,130,43,424,0,38,181,391,10,0,11,0,91261,3653763
"37003040400",884,171,519,343,1029,0,51,332,2457,15,0,9,0,91261,3653763
"37003040500",455,81,369,259,908,288,55,420,1957,0,0,18,0,91261,3653763
"37003040600",418,63,310,235,1086,229,32,283,954,14,0,0,0,91261,3653763
"37003040700",201,44,278,224,462,0,0,375,806,74,0,35,0,91261,3653763
"37141920101",0,0,10,5,21,2,0,21,72,10,0,1,0,91261,3653763
"37141920102",0,43,85,85,8,0,0,37,472,16,0,44,0,91261,3653763
"37141920103",122,83,208,180,456,13,11,242,1255,35,0,36,0,91261,3653763
"37141920201",170,106,160,130,268,0,0,233,1331,55,17,70,0,91261,3653763
"37141920202",77,60,151,125,108,0,0,135,517,107,0,105,0,91261,3653763
"37141920203",557,109,180,142,238,156,54,276,625,40,0,26,0,91261,3653763
"37141920204",762,105,139,112,255,0,10,137,790,0,0,0,0,91261,3653763
"37141920300",847,47,242,172,433,3,1,253,457,12,0,0,0,91261,3653763
"37141920401",849,73,258,223,243,2,19,140,682,0,0,0,0,91261,3653763
"37141920402",1185,143,237,191,647,100,14,93,1211,0,0,0,0,91261,3653763
"37141920403",954,79,299,190,372,391,59,295,1310,47,0,15,0,91261,3653763
"37141920501",1944,132,449,325,871,43,12,229,807,0,0,25,0,91261,3653763
"37141920502",600,30,116,81,312,0,43,76,328,5,0,0,0,91261,3653763
"37141920601",432,30,236,99,343,110,18,145,818,35,0,16,0,91261,3653763
"37141920602",878,177,445,207,745,78,52,408,1718,14,0,61,0,91261,3653763
"37141990100",0,0,0,0,0,0,0,0,0,0,0,0,0,91261,3653763
"37029950101",714,56,272,246,438,16,55,236,619,160,0,20,0,91261,3653763
"37029950102",674,55,309,263,468,0,60,303,1178,41,0,11,0,91261,3653763
"37123960100",511,162,357,312,1165,98,54,489,1679,1,0,38,0,91261,3653763
"37123960200",1509,420,370,315,973,44,112,277,2421,0,0,29,0,91261,3653763
"37123960300",0,27,116,81,348,0,38,137,636,37,0,0,0,91261,3653763
"37123960401",1080,135,238,161,390,0,11,109,759,4,0,0,0,91261,3653763
"37123960402",641,81,254,180,503,0,10,185,834,4,0,0,0,91261,3653763
"37123960500",1099,225,430,360,1475,49,61,297,1416,37,0,9,0,91261,3653763
"37193960100",163,147,405,219,1329,10,69,462,2257,0,0,16,0,91261,3653763
"37193960200",59,43,134,109,639,0,58,126,672,8,0,9,0,91261,3653763
"37193960300",78,256,478,315,1025,0,30,350,1260,28,0,7,58,91261,3653763
"37193960400",54,195,520,307,1637,132,39,460,1544,0,0,13,0,91261,3653763
"37193960500",306,123,210,185,754,116,20,233,1067,0,0,33,0,91261,3653763
"37193960600",279,181,198,189,440,285,8,297,1706,0,8,0,0,91261,3653763
"37193960700",73,199,191,146,918,272,36,188,1360,0,0,0,0,91261,3653763
"37193960801",229,137,425,382,761,0,78,359,1625,18,8,0,19,91261,3653763
"37193960802",23,182,144,125,632,120,31,244,953,0,0,41,12,91261,3653763
"37193960900",0,59,228,142,980,0,58,209,1115,0,0,0,8,91261,3653763
"37193961001",195,81,406,339,803,0,15,401,1307,33,0,0,16,91261,3653763
"37193961002",153,213,247,170,588,0,35,216,915,10,0,0,42,91261,3653763
"37193961100",924,149,176,105,920,98,49,159,1256,26,0,0,0,91261,3653763
"37193961200",434,83,236,177,1106,70,68,722,1242,76,0,54,9,91261,3653763
"37119000100",389,394,12,0,56,0,0,144,2616,286,0,161,0,91261,3653763
"37119000300",133,124,4,4,58,0,5,8,269,24,0,12,0,91261,3653763
"37119000400",335,239,36,28,58,0,0,20,1619,172,9,79,0,91261,3653763
"37119000500",1437,231,183,125,344,0,119,346,2613,276,0,66,0,91261,3653763
"37119000600",978,260,178,178,164,0,23,131,1872,101,9,90,8,91261,3653763
"37119000700",366,49,52,38,147,3,10,98,414,38,0,54,0,91261,3653763
"37119000800",2040,243,416,384,339,0,37,179,1725,14,0,27,0,91261,3653763
"37119000900",1262,147,213,186,222,0,34,268,1142,8,0,23,0,91261,3653763
"37119001000",197,30,89,46,91,0,6,66,722,294,0,117,0,91261,3653763
"37119001100",136,20,134,98,67,0,4,51,666,64,5,69,0,91261,3653763
"37119001200",961,419,316,171,1151,116,39,202,3125,212,0,47,0,91261,3653763
"37119001300",1679,257,403,320,681,0,49,363,2454,57,0,47,0,91261,3653763
"37119001400",886,61,272,148,352,58,0,270,1226,69,0,72,0,91261,3653763
"37119001504",4712,298,921,799,1004,187,117,748,4414,13,0,34,0,91261,3653763
"37119001505",1178,17,271,200,493,348,37,60,709,37,0,41,0,91261,3653763
"37119001507",1656,248,334,294,671,390,116,305,2802,19,0,0,0,91261,3653763
"37119001508",2769,105,414,211,819,97,93,304,2273,43,0,96,0,91261,3653763
"37119001509",2163,68,391,279,402,250,8,263,1150,0,0,18,0,91261,3653763
"37119001510",2044,117,233,182,489,0,14,203,1360,0,0,7,0,91261,3653763
"37119001603",1236,356,368,290,900,218,66,318,2515,7,0,30,0,91261,3653763
"37119001605",540,160,291,48,553,158,17,132,1792,70,0,0,0,91261,3653763
"37119001606",1209,285,389,264,883,183,19,234,2290,25,8,0,0,91261,3653763
"37119001607",1577,244,368,338,541,117,7,174,2462,0,0,0,0,91261,3653763
"37119001608",1450,162,460,254,750,339,64,276,2355,0,0,0,0,91261,3653763
"37119001609",1347,132,365,218,428,220,43,156,1778,30,0,13,0,91261,3653763
"37119001701",1316,368,320,237,656,115,86,293,3184,41,0,68,0,91261,3653763
"37119001702",1509,282,517,395,1258,270,69,409,4422,68,0,23,0,91261,3653763
"37119001801",348,99,152,116,49,0,18,100,918,0,7,5,0,91261,3653763
"37119001802",723,104,180,103,170,73,37,254,1837,24,0,78,0,91261,3653763
"37119001910",2098,278,627,443,958,270,45,389,3752,16,14,25,0,91261,3653763
"37119001911",2615,100,574,379,433,350,190,244,1629,55,0,16,0,91261,3653763
"37119001912",2787,591,668,511,1088,212,89,361,4358,0,0,21,0,91261,3653763
"37119001914",1131,128,340,208,505,270,24,228,2581,69,0,59,0,91261,3653763
"37119001915",2802,582,978,853,478,282,63,411,4928,4,0,0,0,91261,3653763
"37119001916",1524,72,273,245,248,38,33,274,988,11,0,28,0,91261,3653763
"37119001917",659,12,150,116,723,371,84,126,1792,0,0,19,0,91261,3653763
"37119001918",2120,246,561,390,455,0,17,198,2839,31,0,61,0,91261,3653763
"37119001919",1896,82,336,318,524,177,14,396,2691,8,0,38,0,91261,3653763
"37119001920",2202,124,667,511,413,123,89,518,2378,13,0,18,0,91261,3653763
"37119001921",991,26,141,111,161,19,72,192,846,14,0,13,0,91261,3653763
"37119001922",2154,90,372,347,515,140,57,293,1970,9,0,27,0,91261,3653763
"37119001923",2033,75,447,348,337,556,194,312,2338,29,0,18,0,91261,3653763
"37119002002",592,134,373,280,121,9,30,313,2070,310,0,136,0,91261,3653763
"37119002003",583,174,265,239,421,53,24,272,1644,249,0,84,0,91261,3653763
"37119002004",603,132,298,240,107,0,30,321,1976,91,0,48,0,91261,3653763
"37119002100",861,94,205,102,154,0,22,163,1374,27,0,22,0,91261,3653763
"37119002200",175,112,113,113,83,0,25,104,1426,143,0,54,0,91261,3653763
"37119002300",2349,445,618,515,543,0,83,431,2572,4,0,0,0,91261,3653763
"37119002400",296,92,69,58,61,0,12,97,1341,160,7,132,0,91261,3653763
"37119002500",175,30,32,20,59,0,11,68,1045,68,0,65,0,91261,3653763
"37119002600",240,41,45,45,50,0,20,34,562,35,0,22,0,91261,3653763
"37119002701",40,50,67,27,38,0,10,42,268,109,0,42,8,91261,3653763
"37119002702",228,25,128,66,24,0,0,132,713,288,0,108,0,91261,3653763
"37119002800",54,0,36,28,51,0,0,63,295,173,0,141,0,91261,3653763
"37119002903",111,31,133,125,73,0,9,28,949,166,0,138,0,91261,3653763
"37119002904",742,280,382,267,191,148,0,192,2698,324,0,201,0,91261,3653763
"37119002905",52,11,83,62,6,0,13,60,343,56,0,47,0,91261,3653763
"37119002906",137,131,221,164,53,0,6,134,1509,250,0,90,0,91261,3653763
"37119003006",153,14,92,62,49,0,0,192,1056,182,0,82,0,91261,3653763
"37119003007",862,78,413,257,107,0,0,166,1042,215,0,92,0,91261,3653763
"37119003008",235,234,237,170,229,0,30,215,2124,255,0,171,0,91261,3653763
"37119003011",278,165,226,153,38,0,0,55,1515,161,0,180,11,91261,3653763
"37119003012",207,128,269,166,278,0,32,158,1515,59,6,29,0,91261,3653763
"37119003013",356,28,157,106,92,0,49,119,991,178,16,128,0,91261,3653763
"37119003015",207,11,156,83,55,0,0,194,320,162,0,31,0,91261,3653763
"37119003016",604,20,239,203,32,0,21,140,1848,125,0,76,0,91261,3653763
"37119003017",384,0,187,166,50,0,0,193,612,125,0,24,0,91261,3653763
"37119003018",156,93,112,85,9,8,0,107,721,15,0,4,0,91261,3653763
"37119003102",342,281,259,147,462,135,47,169,2042,55,0,43,0,91261,3653763
