"","Tract","1,3-BUTADIENE","ACETALDEHYDE","BENZENE","CARBON TETRACHLORIDE","DIESEL PM","ETHYLBENZENE","FORMALDEHYDE","HEXANE","LEAD COMPOUNDS","MANGANESE COMPOUNDS","MERCURY COMPOUNDS","METHANOL","METHYL CHLORIDE (CHLOROMETHANE)","NICKEL COMPOUNDS","TOLUENE","XYLENES (MIXED ISOMERS)"
"18",37001021101,-3.51837470573384,0.423339643142235,-0.807377425506215,-0.627806654988923,-0.826564337926706,-1.98528857946267,0.571761690303895,-1.59092093590928,-8.06765497012602,-6.92405389309683,-6.34898784908637,0.428576675081581,0.166481597746875,-8.40381876541428,0.243761027005754,-0.463670040105206
"19",37001021102,-3.66466911756582,0.415945639838749,-0.958796532325296,-0.62781803823319,-1.1518218071989,-2.17495890694319,0.554723237126595,-1.76134579885547,-8.03184423902189,-7.01287819722402,-6.45781914680748,0.433282845283899,0.112501101882861,-8.60936188624573,0.0920997380038669,-0.604400831142271
"20",37001021201,-3.75300255379628,0.40317300124377,-0.964528389273816,-0.628020720604778,-1.20585770610436,-2.23870493546462,0.539785852307745,-1.81868309409256,-8.04659472786951,-6.83248044036268,-6.33778156123651,0.38083747495825,0.190166810489804,-8.5604980307505,0.000509385426212391,-0.776672955840464
"21",37001021204,-3.78416345480094,0.441309783233563,-0.976336188921232,-0.628105921004013,-1.11296089888184,-2.22826284770631,0.556641178975349,-1.83569850750437,-7.97493379112645,-7.2641574249779,-6.41055967595788,0.361958733235704,0.141171392112318,-8.65133823948876,0.103804587057472,-0.52057683056002
"22",37001021205,-3.84649592037937,0.457541405364044,-0.950723908948787,-0.628274707440545,-1.02357227541396,-2.21455783024056,0.553206257305314,-1.83294167250319,-7.55159801763612,-6.8572033146858,-6.31939007313378,0.319905812410742,0.140704949777795,-8.31579361378506,-0.137078439247674,-0.927999158155706
"23",37001021206,-3.78971562797001,0.44169597268778,-0.972351390394484,-0.628112901705541,-1.10736416485505,-2.22486795896265,0.555000378483431,-1.83054617581517,-8.09579681345389,-6.77539843311618,-6.32042686072564,0.347209298443737,0.146148219670169,-8.32795558414598,-0.0690635916882802,-0.814475592253148
"24",37001021207,-3.97084856174759,0.424883696485217,-1.06185647834043,-0.628276128404442,-1.33097852941448,-2.37525265078896,0.524542650459465,-1.97152051027733,-8.12467724403752,-6.7297514167529,-6.37087342662647,0.314344583541834,0.143063468942248,-8.40578497563803,-0.246593424680264,-1.04640785750167
"25",37001021300,-4.44782887433012,0.365672156375053,-1.25966406072673,-0.62874864515742,-1.66208158933574,-2.72885786982607,0.461145809316178,-2.32568916841645,-7.99776252436005,-6.93622276239972,-6.4658559202785,0.233029337510159,0.0815108601792566,-8.59051861657052,-0.602982528349658,-1.48823701731505
"26",37001021400,-4.3653051672401,0.361198455281041,-1.2042005348779,-0.628840526176392,-1.60027290124986,-2.67479790737086,0.467239727918258,-2.25194896594866,-7.84478938063195,-7.08147631643546,-6.43963338283614,0.254901218163573,0.103734693725312,-8.63613783875106,-0.521472913299612,-1.40930724380247
"27",37001021500,-4.3721267546775,0.348094267912041,-1.20964553759574,-0.629707647338433,-1.57571293909746,-2.66733523897692,0.460336496115994,-2.2651203801303,-7.70129180065531,-7.22371436706169,-6.42009627282434,0.235362931273819,0.110112859362776,-8.60297592733089,-0.561909458951301,-1.47067204145164
"28",37001021600,-3.88015310655709,0.375304933997866,-1.02796277912086,-0.629387601156231,-1.40036239388729,-2.34360918196526,0.511618023598303,-1.96756488126521,-7.68179678932614,-7.35430318639842,-6.4353261505143,0.338861990740004,0.101053419421384,-8.7459999447427,-0.216985377747884,-1.06380298224646
"29",37001021701,-3.64889451693885,0.39562092190672,-0.89322642314395,-0.629257470104512,-1.08813405935607,-2.13242022589715,0.548649642541777,-1.78155725994051,-7.52079369860396,-7.11717525105489,-6.38025009019434,0.388458343219665,0.157172785804158,-8.56987706584378,-0.0191786739921349,-0.832714501904006
