"","Tract","pop_non_hispanic_black","vehicle_none","family_type_single","family_type_female_householder","over_25_less_than_hs_graduate","below_poverty_line","public_assistance","over_16_unemployed","housing_rental","males_occ_professional","fem_occ_professional","num_occupants_crowded","phone_service","Cluster"
"20",37101041202,0.274543438075574,0.314888757464386,0.448794170762571,0.370000106321885,0.559745598438421,1,0.234970780323073,0.332099740239311,0.683921011003152,0,0.180415433797279,0.228898156823473,0.988383229547479,1
"21",37101041300,0.38367128913646,0.222552173736117,0.48707952727264,0.392774318969922,0.482350694405778,0.547722557505166,0.23128300334751,0.231114346486498,0.49106630041953,0.236643191323985,0.10466430427046,0.157368151216615,0.995781095469334,1
"22",37101041400,0.380136220451684,0.26857997315244,0.572607009980482,0.515810630038395,0.46010645343671,0.996131513545271,0.103524055215414,0.282993499789337,0.682024999398985,0.18326519630765,0.244599795235114,0.188279842941399,0.994834142531266,1
"23",37101041501,0.259821441792369,0.177368913690151,0.399055983999283,0.36619888569854,0.297959013407295,0,0.191032166376775,0.205035465575106,0.584576345956252,0.11005469701975,0.238334157034847,0.081923192051904,0.98542226836005,1
"24",37101041502,0.309979411263575,0.146688628713628,0.442542829389604,0.353828779489183,0.300685074939722,0,0.102810633813172,0.22759349902725,0.356491244916593,0.167375674222866,0.376255704686073,0.196227154753721,0.993941632994576,1
"25",37101041503,0.158021319501798,0.226041789302219,0.403937629105202,0.33592866853969,0.441509453426876,0.339683110243378,0.136578512902055,0.313047877860136,0.576633227692272,0.282738014076631,0.301511344577764,0.1801144089861,0.981169006658346,1
"26",37061090100,0.201860699669335,0.235470155700721,0.507079998399842,0.445316286885421,0.616998319942384,0.787503661071884,0.0677729728801856,0.249387789880418,0.548556952660587,0,0,0.369879742108225,0.992590661084639,1
"27",37061090200,0.46702355713725,0.290010276136727,0.519124160609935,0.428754715836761,0.541898181669988,0.763470824940128,0.133719088771898,0.237247394282017,0.57933429658056,0,0.0641500299099584,0.299004972383293,0.999006128626403,1
"28",37061090300,0.665970625395652,0.424169398607277,0.64554183217172,0.509074529215305,0.508561035069263,0.685994340570036,0.126744850104895,0.252935075184634,0.682555750793425,0.106223810345629,0.0563883874434601,0.0749832645317564,0.977251288216744,2
"29",37061090400,0.681130658279094,0.221957972148272,0.536721872420204,0.497381820230904,0.480830892422105,0.638777812921909,0.124729612488909,0.274024826858383,0.569932368240618,0,0,0.188245779869618,0.992843885070056,2
"30",37061090501,0.252028682760159,0.32795663669997,0.45358750731723,0.277764486657036,0.445826022823942,1,0.0966091783079296,0.224138792613563,0.507544154888397,0.141504618744515,0.228747855498907,0.178885438199983,0.984095749632343,3
"31",37061090502,0.530841054277695,0.285229613124917,0.555988415170106,0.545535061293121,0.464529623326557,0.480384461415262,0.207214509886119,0.276748252705817,0.468183868172397,0,0,0.196005303744682,0.980890866842671,1
"32",37061090600,0.409747677112248,0.305397907962609,0.485362671697075,0.379777262656375,0.482856573134752,NA,0.0794440711998564,0.242194625746379,0.488389793263469,0,0.35218036253025,0.102561854903987,0.990841652801125,1
"33",37061090701,0.559829519504903,0.344988141236463,0.527286443613868,0.431232783731493,0.513541780176187,0.628305764078917,0.22461696590258,0.322299374266932,0.62465497888465,0.207133508706445,0,0.286613812229856,0.993836113211016,2
"34",37061090702,0.499277483746217,0.305763879165328,0.548048874220146,0.424937771508194,0.592834768659207,0.508885196705794,0.160903597341826,0.289307501474394,0.628651107024081,0.0390881552497052,0.159527746164757,0.130001521303299,0.987334390229657,1
"35",37061090801,0.648348304981992,0.208918512137795,0.638284738504225,0.551093189672767,0.590407787000461,0.681280725028105,0.201834457909476,0.288942798198532,0.712030982609371,0.144170799399664,0.0680413817439772,0.0823985723982441,0.988292279381933,1
"36",37061090802,0.542237612342721,0.225937654565749,0.621004579449428,0.454559793292624,0.582218028329865,0.676583821543888,0.163912402393011,0.296651502886645,0.64400671254189,0,0,0.199408043905474,0.997040219527369,1
"37",37105030101,0.368749122988743,0.316707990691395,0.635425597829179,0.57674603012383,0.358404897011248,0,0.190982104223769,0.243083198503924,0.783160444223635,0.156812512046795,0.186291089910249,0.132774919812843,0.984685159440257,1
"38",37105030102,0.237744651442322,0.0893039097859504,0.348855178560531,0.320977258563799,0.183204599248366,0,0.0893039097859504,0.191697204200532,0.434671435193277,0.352015282727718,0.16929979439493,0.0787586454664573,0.997338060939199,1
"39",37105030200,0.473868017704923,0.508857893434453,0.642090882784039,0.539190891097584,0.711162445479405,0.57133603988049,0.128704902971188,0.332479288032077,0.868305421956842,0,0,0.344340214157905,0.97125198954823,2
"40",37105030300,0.815010689649175,0.524101428103732,0.789407856217812,0.687810437104502,0.542407406112595,0.72956018567088,0.132647306485615,0.33746599798912,0.759526914686401,0,0,0.205020085800447,0.982744575803282,2
"41",37105030401,0.591467836657324,0.276115595998871,0.695486424728854,0.499210733525309,0.588685278276631,0.872145800811046,0.230854621791864,0.35973846709225,0.736429677342231,0,0.177517900624182,0.387632644855297,0.96535086605679,3
"42",37105030402,0.543030227650468,0.314245127249413,0.629022488738346,0.563547071536416,0.533353989212843,0.267261241912424,0.122474487139159,0.289297759241155,0.629134615036262,0.254726316236085,0,0.117260393995586,0.979583244718555,2
"43",37105030501,0.206757084524446,0.140981475370048,0.343499100143163,0.311562400984318,0.28174712651413,0,0.102757025118384,0.20831174326816,0.48042743537978,0.258198889747161,0.155902391115581,0,0.989698492264216,1
"44",37105030502,0.390938870309968,0.0776618509183106,0.520988072251727,0.410187723187772,0.575301930863144,0.450127069931333,0.085074295211124,0.279296438469437,0.54786848066148,0,0,0.196470668965041,1,1
"45",37105030503,0.369066910405193,0.212721792389419,0.500373925017986,0.475326374289038,0.408678523790615,0.811066139613955,0.138103405049126,0.227463224032465,0.482733859895851,0.220070681935938,0.165900379082799,0.148540644644634,0.996065558514418,1
"46",37105030601,0.289413490918305,0.168666166915801,0.370135110466435,0.311448230047949,0.191372653821382,NA,0,0.24545007475934,0.265316319220498,0.227921152919276,0,0.105862630572474,0.993079501626997,1
"47",37105030602,0.388155853100567,0.203659698338362,0.428067720547927,0.395748747642702,0.322705518704597,0.608382996253076,0.119182823655699,0.244599795235114,0.468060495564632,0.089353410321754,0.22150715690638,0.128363829513118,0.988283636136178,1
"48",37105030701,0.467508354877435,0.2024871970341,0.490358428997493,0.376155626776413,0.341472246764682,0.344447481913586,0.156506046864028,0.261847964352682,0.608599005293891,0.160520625358999,0,0.213993918677837,0.989293053384035,1
"49",37105030702,0.276765079573263,0.204598301841142,0.451852062855987,0.389925252923008,0.419458881219062,0.590857365220662,0.0815139145939223,0.25627200543227,0.463312405503207,0,0.226174966589035,0.214119536894077,0.99333325900986,1
"50",37195000100,0.80045709198347,0.47362654437149,0.747934449396509,0.634539410932373,0.557086014531156,0.934826343903044,0.0950716548519376,0.366025727861716,0.797050755562938,0,0,0.10335378527251,0.980500098783295,2
"51",37195000200,0.875154817022237,0.589767824619589,0.667791843275991,0.65243825430126,0.718381116519239,0,0.462651945572992,0.347676747682558,0.90392099805885,0,0,0.311432121906498,0.946742346277018,2
"52",37195000300,0.854132485249119,0.369610635477287,0.720556194115801,0.669731816927659,0.69466404796483,0.737524910002441,0.174931680653262,0.320422143285883,0.896989246272037,0,0.121089869924121,0.311877795879799,0.973417168333576,2
"53",37195000400,0.665023008675983,0.418692636474211,0.715612099980114,0.599693371148795,0.472073309381489,0.689202437604511,0.0926687849359763,0.278714682478958,0.700693192498033,0.18191216899521,0.147028207617001,0.0926687849359763,0.988833119744172,2
"54",37195000501,0.238631899812876,0.114108866146909,0.395004264273597,0.364662478744736,0.195690566169811,NA,0,0.186073152073605,0.309549889167187,0.219606353174515,0.159515806805674,0.105203176441271,0.995759237131814,1
"55",37195000502,0.604865917447299,0,0.51530625897668,0.465716535987173,0.30292905198259,0,0,0.251875665718797,0.597748937861861,0.138749187018864,0.130327042490215,0.178174161274949,0.987901804811579,1
"56",37195000600,0.615534607284602,0.242423070791721,0.602821540783022,0.557284160016536,0.381120092953028,0,0.188601901871168,0.231792334610787,0.658762129579998,0.0993632761577492,0,0.0609239103967121,0.989740129670841,1
